name,slug,nationality,countryCode,club,league,position,positionGroup,birthDate,heightCm,preferredFoot,active,popularity,imageUrl,clubLogoUrl
Nathan Collins,nathan-collins,Ireland,IE,Brentford FC,PREMIER_LEAGUE,Defender,DEFENDER,2001-04-30,,,true,50,,https://crests.football-data.org/402.png
El Hadji Malick Diouf,el-hadji-malick-diouf,Senegal,SN,Brentford FC,PREMIER_LEAGUE,Defender,DEFENDER,2004-12-28,,,true,50,,https://crests.football-data.org/402.png
Michael Kayode,michael-kayode,Italy,IT,Brentford FC,PREMIER_LEAGUE,Defender,DEFENDER,2004-07-10,,,true,50,,https://crests.football-data.org/402.png
Jayden Meghoma,jayden-meghoma,England,GB,Brentford FC,PREMIER_LEAGUE,Defender,DEFENDER,2006-06-28,,,true,50,,https://crests.football-data.org/402.png
Ji-soo Kim,ji-soo-kim,South Korea,KR,Brentford FC,PREMIER_LEAGUE,Defender,DEFENDER,2004-12-24,,,true,50,,https://crests.football-data.org/402.png
Jannik Schuster,jannik-schuster,Austria,AT,Brentford FC,PREMIER_LEAGUE,Defender,DEFENDER,2006-05-16,,,true,50,,https://crests.football-data.org/402.png
Benjamin Fredrick,benjamin-fredrick,Nigeria,NG,Brentford FC,PREMIER_LEAGUE,Defender,DEFENDER,2005-05-28,,,true,50,,https://crests.football-data.org/402.png
Benjamin Arthur,benjamin-arthur,England,GB,Brentford FC,PREMIER_LEAGUE,Defender,DEFENDER,2005-10-09,,,true,50,,https://crests.football-data.org/402.png
Jordan Henderson,jordan-henderson-1,England,GB,Brentford FC,PREMIER_LEAGUE,Midfielder,MIDFIELDER,1990-06-17,,,true,50,,https://crests.football-data.org/402.png
Josh Dasilva,josh-dasilva,England,GB,Brentford FC,PREMIER_LEAGUE,Midfielder,MIDFIELDER,1998-10-23,,,true,50,,https://crests.football-data.org/402.png
Vitaly Janelt,vitaly-janelt,Germany,DE,Brentford FC,PREMIER_LEAGUE,Midfielder,MIDFIELDER,1998-05-10,,,true,50,,https://crests.football-data.org/402.png
Mathias Jensen,mathias-jensen,Denmark,DK,Brentford FC,PREMIER_LEAGUE,Midfielder,MIDFIELDER,1996-01-01,,,true,50,,https://crests.football-data.org/402.png
Mikkel Damsgaard,mikkel-damsgaard,Denmark,DK,Brentford FC,PREMIER_LEAGUE,Midfielder,MIDFIELDER,2000-07-03,,,true,50,,https://crests.football-data.org/402.png
Keane Lewis-Potter,keane-lewis-potter,England,GB,Brentford FC,PREMIER_LEAGUE,Midfielder,MIDFIELDER,2001-02-22,,,true,50,,https://crests.football-data.org/402.png
Mamadou Sangare,mamadou-sangare,Mali,ML,Brentford FC,PREMIER_LEAGUE,Midfielder,MIDFIELDER,2002-06-26,,,true,50,,https://crests.football-data.org/402.png
Fabio Carvalho,fabio-carvalho,Portugal,PT,Brentford FC,PREMIER_LEAGUE,Midfielder,MIDFIELDER,2002-08-30,,,true,50,,https://crests.football-data.org/402.png
Antoni Milambo,antoni-milambo,Netherlands,NL,Brentford FC,PREMIER_LEAGUE,Midfielder,MIDFIELDER,2005-04-03,,,true,50,,https://crests.football-data.org/402.png
Yegor Yarmolyuk,yegor-yarmolyuk,Ukraine,UA,Brentford FC,PREMIER_LEAGUE,Midfielder,MIDFIELDER,2004-03-01,,,true,50,,https://crests.football-data.org/402.png
Callum Wilson,callum-wilson,England,GB,Brentford FC,PREMIER_LEAGUE,Forward,FORWARD,1992-02-27,,,true,50,,https://crests.football-data.org/402.png
Kevin Schade,kevin-schade,Germany,DE,Brentford FC,PREMIER_LEAGUE,Forward,FORWARD,2001-11-27,,,true,50,,https://crests.football-data.org/402.png
Thiago,thiago,Brazil,BR,Brentford FC,PREMIER_LEAGUE,Forward,FORWARD,2001-06-26,,,true,50,,https://crests.football-data.org/402.png
Jaidon Anthony,jaidon-anthony,England,GB,Brentford FC,PREMIER_LEAGUE,Forward,FORWARD,1999-12-01,,,true,50,,https://crests.football-data.org/402.png
Dango Ouattara,dango-ouattara,Burkina Faso,BF,Brentford FC,PREMIER_LEAGUE,Forward,FORWARD,2002-02-11,,,true,50,,https://crests.football-data.org/402.png
Gustavo Gomes,gustavo-gomes,Brazil,BR,Brentford FC,PREMIER_LEAGUE,Forward,FORWARD,2005-11-20,,,true,50,,https://crests.football-data.org/402.png
Kaye Furo,kaye-furo,Belgium,BE,Brentford FC,PREMIER_LEAGUE,Forward,FORWARD,2007-02-06,,,true,50,,https://crests.football-data.org/402.png
Fraser Forster,fraser-forster,England,GB,AFC Bournemouth,PREMIER_LEAGUE,Goalkeeper,GOALKEEPER,1988-03-17,,,true,50,,https://crests.football-data.org/bournemouth.png
Michele Di Gregorio,michele-di-gregorio,Italy,IT,AFC Bournemouth,PREMIER_LEAGUE,Goalkeeper,GOALKEEPER,1997-07-27,,,true,50,,https://crests.football-data.org/bournemouth.png
Đorđe Petrović,or-e-petrovic,Serbia,RS,AFC Bournemouth,PREMIER_LEAGUE,Goalkeeper,GOALKEEPER,1999-10-08,,,true,50,,https://crests.football-data.org/bournemouth.png
Will Dennis,will-dennis,England,GB,AFC Bournemouth,PREMIER_LEAGUE,Goalkeeper,GOALKEEPER,2000-07-10,,,true,50,,https://crests.football-data.org/bournemouth.png
Adam Smith,adam-smith,England,GB,AFC Bournemouth,PREMIER_LEAGUE,Defender,DEFENDER,1991-04-29,,,true,50,,https://crests.football-data.org/bournemouth.png
Max Aarons,max-aarons,England,GB,AFC Bournemouth,PREMIER_LEAGUE,Defender,DEFENDER,2000-01-04,,,true,50,,https://crests.football-data.org/bournemouth.png
James Hill,james-hill,England,GB,AFC Bournemouth,PREMIER_LEAGUE,Defender,DEFENDER,2002-01-10,,,true,50,,https://crests.football-data.org/bournemouth.png
Bafodé Diakité,bafode-diakite,France,FR,AFC Bournemouth,PREMIER_LEAGUE,Defender,DEFENDER,2001-01-06,,,true,50,,https://crests.football-data.org/bournemouth.png
Julian Araujo,julian-araujo,USA,US,AFC Bournemouth,PREMIER_LEAGUE,Defender,DEFENDER,2001-08-13,,,true,50,,https://crests.football-data.org/bournemouth.png
Adrien Truffert,adrien-truffert,France,FR,AFC Bournemouth,PREMIER_LEAGUE,Defender,DEFENDER,2001-11-20,,,true,50,,https://crests.football-data.org/bournemouth.png
Juanlu,juanlu,Spain,ES,AFC Bournemouth,PREMIER_LEAGUE,Defender,DEFENDER,2003-08-15,,,true,50,,https://crests.football-data.org/bournemouth.png
Julio Soler,julio-soler,Argentina,AR,AFC Bournemouth,PREMIER_LEAGUE,Defender,DEFENDER,2005-02-16,,,true,50,,https://crests.football-data.org/bournemouth.png
Antonio Silva,antonio-silva,Portugal,PT,AFC Bournemouth,PREMIER_LEAGUE,Defender,DEFENDER,2003-10-31,,,true,50,,https://crests.football-data.org/bournemouth.png
Matai Akinmboni,matai-akinmboni,USA,US,AFC Bournemouth,PREMIER_LEAGUE,Defender,DEFENDER,2006-10-17,,,true,50,,https://crests.football-data.org/bournemouth.png
Veljko Milosavljević,veljko-milosavljevic,Serbia,RS,AFC Bournemouth,PREMIER_LEAGUE,Defender,DEFENDER,2007-06-28,,,true,50,,https://crests.football-data.org/bournemouth.png
Lewis Cook,lewis-cook,England,GB,AFC Bournemouth,PREMIER_LEAGUE,Midfielder,MIDFIELDER,1997-02-03,,,true,50,,https://crests.football-data.org/bournemouth.png
Marcus Tavernier,marcus-tavernier,England,GB,AFC Bournemouth,PREMIER_LEAGUE,Midfielder,MIDFIELDER,1999-03-22,,,true,50,,https://crests.football-data.org/bournemouth.png
Justin Kluivert,justin-kluivert,Netherlands,NL,AFC Bournemouth,PREMIER_LEAGUE,Midfielder,MIDFIELDER,1999-05-05,,,true,50,,https://crests.football-data.org/bournemouth.png
Ryan Christie,ryan-christie,Scotland,GB,AFC Bournemouth,PREMIER_LEAGUE,Midfielder,MIDFIELDER,1995-02-22,,,true,50,,https://crests.football-data.org/bournemouth.png
Tyler Adams,tyler-adams,USA,US,AFC Bournemouth,PREMIER_LEAGUE,Midfielder,MIDFIELDER,1999-02-14,,,true,50,,https://crests.football-data.org/bournemouth.png
Alex Scott,alex-scott,England,GB,AFC Bournemouth,PREMIER_LEAGUE,Midfielder,MIDFIELDER,2003-08-21,,,true,50,,https://crests.football-data.org/bournemouth.png
Alex Toth,alex-toth,Hungary,HU,AFC Bournemouth,PREMIER_LEAGUE,Midfielder,MIDFIELDER,2005-10-23,,,true,50,,https://crests.football-data.org/bournemouth.png
Ben Winterburn,ben-winterburn,England,GB,AFC Bournemouth,PREMIER_LEAGUE,Midfielder,MIDFIELDER,2004-09-04,,,true,50,,https://crests.football-data.org/bournemouth.png
David Brooks,david-brooks,Wales,GB,AFC Bournemouth,PREMIER_LEAGUE,Forward,FORWARD,1997-07-08,,,true,50,,https://crests.football-data.org/bournemouth.png
Enes Ünal,enes-unal,Turkey,TR,AFC Bournemouth,PREMIER_LEAGUE,Forward,FORWARD,1997-05-10,,,true,50,,https://crests.football-data.org/bournemouth.png
Evanilson,evanilson,Brazil,BR,AFC Bournemouth,PREMIER_LEAGUE,Forward,FORWARD,1999-10-06,,,true,50,,https://crests.football-data.org/bournemouth.png
Amine Adli,amine-adli,Morocco,MA,AFC Bournemouth,PREMIER_LEAGUE,Forward,FORWARD,2000-05-10,,,true,50,,https://crests.football-data.org/bournemouth.png
Daniel Jebbison,daniel-jebbison,Canada,CA,AFC Bournemouth,PREMIER_LEAGUE,Forward,FORWARD,2003-07-11,,,true,50,,https://crests.football-data.org/bournemouth.png
Ben Doak,ben-doak,Scotland,GB,AFC Bournemouth,PREMIER_LEAGUE,Forward,FORWARD,2005-11-11,,,true,50,,https://crests.football-data.org/bournemouth.png
Alvaro Rodriguez,alvaro-rodriguez,Spain,ES,AFC Bournemouth,PREMIER_LEAGUE,Forward,FORWARD,2004-07-14,,,true,50,,https://crests.football-data.org/bournemouth.png
Rayan,rayan,Brazil,BR,AFC Bournemouth,PREMIER_LEAGUE,Forward,FORWARD,2006-08-03,,,true,50,,https://crests.football-data.org/bournemouth.png
Eli Kroupi,eli-kroupi,France,FR,AFC Bournemouth,PREMIER_LEAGUE,Forward,FORWARD,2006-06-23,,,true,50,,https://crests.football-data.org/bournemouth.png
Daniel Bentley,daniel-bentley,England,GB,Coventry City FC,PREMIER_LEAGUE,Goalkeeper,GOALKEEPER,1993-07-13,,,true,50,,https://crests.football-data.org/1076.png
Ben Wilson,ben-wilson,England,GB,Coventry City FC,PREMIER_LEAGUE,Goalkeeper,GOALKEEPER,1992-08-09,,,true,50,,https://crests.football-data.org/1076.png
Oliver Dovin,oliver-dovin,Sweden,SE,Coventry City FC,PREMIER_LEAGUE,Goalkeeper,GOALKEEPER,2002-07-11,,,true,50,,https://crests.football-data.org/1076.png
Carl Rushworth,carl-rushworth-1,England,GB,Coventry City FC,PREMIER_LEAGUE,Goalkeeper,GOALKEEPER,2001-07-02,,,true,50,,https://crests.football-data.org/1076.png
Jake Bidwell,jake-bidwell,England,GB,Coventry City FC,PREMIER_LEAGUE,Defender,DEFENDER,1993-03-21,,,true,50,,https://crests.football-data.org/1076.png
Luke Woolfenden,luke-woolfenden,England,GB,Coventry City FC,PREMIER_LEAGUE,Defender,DEFENDER,1998-10-21,,,true,50,,https://crests.football-data.org/1076.png
Ethan Pinnock,ethan-pinnock-1,Jamaica,JM,Coventry City FC,PREMIER_LEAGUE,Defender,DEFENDER,1993-05-29,,,true,50,,https://crests.football-data.org/1076.png
Jay Dasilva,jay-dasilva,Wales,GB,Coventry City FC,PREMIER_LEAGUE,Defender,DEFENDER,1998-04-22,,,true,50,,https://crests.football-data.org/1076.png
Liam Kitching,liam-kitching,England,GB,Coventry City FC,PREMIER_LEAGUE,Defender,DEFENDER,1999-10-01,,,true,50,,https://crests.football-data.org/1076.png
Milan van Ewijk,milan-van-ewijk,Netherlands,NL,Coventry City FC,PREMIER_LEAGUE,Defender,DEFENDER,2000-09-08,,,true,50,,https://crests.football-data.org/1076.png
Joel Latibeaudiere,joel-latibeaudiere,Jamaica,JM,Coventry City FC,PREMIER_LEAGUE,Defender,DEFENDER,2000-01-06,,,true,50,,https://crests.football-data.org/1076.png
Bobby Thomas,bobby-thomas,England,GB,Coventry City FC,PREMIER_LEAGUE,Defender,DEFENDER,2001-01-30,,,true,50,,https://crests.football-data.org/1076.png
Aurele Amenda,aurele-amenda,Switzerland,CH,Coventry City FC,PREMIER_LEAGUE,Defender,DEFENDER,2003-07-31,,,true,50,,https://crests.football-data.org/1076.png
Kaine Kesler,kaine-kesler,England,GB,Coventry City FC,PREMIER_LEAGUE,Defender,DEFENDER,2002-10-23,,,true,50,,https://crests.football-data.org/1076.png
Miguel Angel Brau,miguel-angel-brau,Spain,ES,Coventry City FC,PREMIER_LEAGUE,Defender,DEFENDER,2001-12-27,,,true,50,,https://crests.football-data.org/1076.png
Stephen Mfuni,stephen-mfuni,England,GB,Coventry City FC,PREMIER_LEAGUE,Defender,DEFENDER,2008-02-12,,,true,50,,https://crests.football-data.org/1076.png
Matt Grimes,matt-grimes,England,GB,Coventry City FC,PREMIER_LEAGUE,Midfielder,MIDFIELDER,1995-07-15,,,true,50,,https://crests.football-data.org/1076.png
Gustavo Hamer,gustavo-hamer,Netherlands,NL,Coventry City FC,PREMIER_LEAGUE,Midfielder,MIDFIELDER,1997-06-24,,,true,50,,https://crests.football-data.org/1076.png
Victor Torp,victor-torp,Denmark,DK,Coventry City FC,PREMIER_LEAGUE,Midfielder,MIDFIELDER,1999-07-30,,,true,50,,https://crests.football-data.org/1076.png
Frank Onyeka,frank-onyeka,Nigeria,NG,Coventry City FC,PREMIER_LEAGUE,Midfielder,MIDFIELDER,1998-01-01,,,true,50,,https://crests.football-data.org/1076.png
Josh Eccles,josh-eccles,England,GB,Coventry City FC,PREMIER_LEAGUE,Midfielder,MIDFIELDER,2000-04-06,,,true,50,,https://crests.football-data.org/1076.png
Jack Rudoni,jack-rudoni,England,GB,Coventry City FC,PREMIER_LEAGUE,Midfielder,MIDFIELDER,2001-06-14,,,true,50,,https://crests.football-data.org/1076.png
Caleb Yirenkyi,caleb-yirenkyi,Ghana,GH,Coventry City FC,PREMIER_LEAGUE,Midfielder,MIDFIELDER,2006-01-15,,,true,50,,https://crests.football-data.org/1076.png
Ephron Mason-Clark,ephron-mason-clark,England,GB,Coventry City FC,PREMIER_LEAGUE,Forward,FORWARD,1999-08-25,,,true,50,,https://crests.football-data.org/1076.png
Brandon Thomas-Asante,brandon-thomas-asante,Ghana,GH,Coventry City FC,PREMIER_LEAGUE,Forward,FORWARD,1998-12-29,,,true,50,,https://crests.football-data.org/1076.png
Taiwo Awoniyi,taiwo-awoniyi-1,Nigeria,NG,Coventry City FC,PREMIER_LEAGUE,Forward,FORWARD,1997-08-12,,,true,50,,https://crests.football-data.org/1076.png
Haji Wright,haji-wright,USA,US,Coventry City FC,PREMIER_LEAGUE,Forward,FORWARD,1998-03-27,,,true,50,,https://crests.football-data.org/1076.png
Tatsuhiro Sakamoto,tatsuhiro-sakamoto,Japan,JP,Coventry City FC,PREMIER_LEAGUE,Forward,FORWARD,1996-10-22,,,true,50,,https://crests.football-data.org/1076.png
Raphael Borges Rodrigues,raphael-borges-rodrigues,Australia,AU,Coventry City FC,PREMIER_LEAGUE,Forward,FORWARD,2003-09-11,,,true,50,,https://crests.football-data.org/1076.png
Ellis Simms,ellis-simms,England,GB,Coventry City FC,PREMIER_LEAGUE,Forward,FORWARD,2001-01-05,,,true,50,,https://crests.football-data.org/1076.png
Loum Tchaouna,loum-tchaouna,France,FR,Coventry City FC,PREMIER_LEAGUE,Forward,FORWARD,2003-09-08,,,true,50,,https://crests.football-data.org/1076.png
Norman Bassette,norman-bassette,Belgium,BE,Coventry City FC,PREMIER_LEAGUE,Forward,FORWARD,2004-11-11,,,true,50,,https://crests.football-data.org/1076.png
Jahnoah Markelo,jahnoah-markelo,Suriname,SR,Coventry City FC,PREMIER_LEAGUE,Forward,FORWARD,2003-01-04,,,true,50,,https://crests.football-data.org/1076.png
Sidiki Cherif,sidiki-cherif,Guinea,GN,Coventry City FC,PREMIER_LEAGUE,Forward,FORWARD,2006-12-15,,,true,50,,https://crests.football-data.org/1076.png
Unai Simón,unai-simon,Spain,ES,Athletic Club,LA_LIGA,Goalkeeper,GOALKEEPER,1997-06-11,,,true,50,,https://crests.football-data.org/77.png
Julen Agirrezabala,julen-agirrezabala,Spain,ES,Athletic Club,LA_LIGA,Goalkeeper,GOALKEEPER,2000-12-26,,,true,50,,https://crests.football-data.org/77.png
Álex Padilla,alex-padilla,Spain,ES,Athletic Club,LA_LIGA,Goalkeeper,GOALKEEPER,2003-09-01,,,true,50,,https://crests.football-data.org/77.png
Aymeric Laporte,aymeric-laporte,Spain,ES,Athletic Club,LA_LIGA,Defender,DEFENDER,1994-05-27,,,true,50,,https://crests.football-data.org/77.png
Yuri Berchiche,yuri-berchiche,Spain,ES,Athletic Club,LA_LIGA,Defender,DEFENDER,1990-02-10,,,true,50,,https://crests.football-data.org/77.png
Yeray Álvarez,yeray-alvarez,Spain,ES,Athletic Club,LA_LIGA,Defender,DEFENDER,1995-01-24,,,true,50,,https://crests.football-data.org/77.png
Daniel Vivian,daniel-vivian,Spain,ES,Athletic Club,LA_LIGA,Defender,DEFENDER,1999-07-05,,,true,50,,https://crests.football-data.org/77.png
Andoni Gorosabel,andoni-gorosabel,Spain,ES,Athletic Club,LA_LIGA,Defender,DEFENDER,1996-08-04,,,true,50,,https://crests.football-data.org/77.png
Jesús Areso,jesus-areso,Spain,ES,Athletic Club,LA_LIGA,Defender,DEFENDER,1999-07-02,,,true,50,,https://crests.football-data.org/77.png
Aitor Paredes Casamichana,aitor-paredes-casamichana,Spain,ES,Athletic Club,LA_LIGA,Defender,DEFENDER,2000-04-29,,,true,50,,https://crests.football-data.org/77.png
Hugo Rincón,hugo-rincon,Spain,ES,Athletic Club,LA_LIGA,Defender,DEFENDER,2003-01-27,,,true,50,,https://crests.football-data.org/77.png
Adama Boiro,adama-boiro,Spain,ES,Athletic Club,LA_LIGA,Defender,DEFENDER,2002-06-22,,,true,50,,https://crests.football-data.org/77.png
Unai Egiluz,unai-egiluz,Spain,ES,Athletic Club,LA_LIGA,Defender,DEFENDER,2002-03-19,,,true,50,,https://crests.football-data.org/77.png
Ruiz de Galarreta,ruiz-de-galarreta,Spain,ES,Athletic Club,LA_LIGA,Midfielder,MIDFIELDER,1993-08-06,,,true,50,,https://crests.football-data.org/77.png
Oihan Sancet,oihan-sancet,Spain,ES,Athletic Club,LA_LIGA,Midfielder,MIDFIELDER,2000-04-25,,,true,50,,https://crests.football-data.org/77.png
Unai Vencedor Paris,unai-vencedor-paris,Spain,ES,Athletic Club,LA_LIGA,Midfielder,MIDFIELDER,2000-11-15,,,true,50,,https://crests.football-data.org/77.png
Benat Prados,benat-prados,Spain,ES,Athletic Club,LA_LIGA,Midfielder,MIDFIELDER,2001-02-08,,,true,50,,https://crests.football-data.org/77.png
Mikel Jauregizar,mikel-jauregizar,Spain,ES,Athletic Club,LA_LIGA,Midfielder,MIDFIELDER,2003-11-13,,,true,50,,https://crests.football-data.org/77.png
Peio Canales,peio-canales,Spain,ES,Athletic Club,LA_LIGA,Midfielder,MIDFIELDER,2005-01-17,,,true,50,,https://crests.football-data.org/77.png
Alejandro Rego,alejandro-rego,Spain,ES,Athletic Club,LA_LIGA,Midfielder,MIDFIELDER,2003-06-11,,,true,50,,https://crests.football-data.org/77.png
Beñat Gerenabarrena,benat-gerenabarrena,Spain,ES,Athletic Club,LA_LIGA,Midfielder,MIDFIELDER,2003-03-29,,,true,50,,https://crests.football-data.org/77.png
Selton Sánchez,selton-sanchez,Spain,ES,Athletic Club,LA_LIGA,Midfielder,MIDFIELDER,2007-02-20,,,true,50,,https://crests.football-data.org/77.png
Álex Berenguer,alex-berenguer,Spain,ES,Athletic Club,LA_LIGA,Forward,FORWARD,1995-07-04,,,true,50,,https://crests.football-data.org/77.png
Iñaki Williams,inaki-williams,Ghana,GH,Athletic Club,LA_LIGA,Forward,FORWARD,1994-06-15,,,true,50,,https://crests.football-data.org/77.png
Gorka Guruzeta,gorka-guruzeta,Spain,ES,Athletic Club,LA_LIGA,Forward,FORWARD,1996-09-12,,,true,50,,https://crests.football-data.org/77.png
Roberto Navarro,roberto-navarro,Spain,ES,Athletic Club,LA_LIGA,Forward,FORWARD,2002-04-12,,,true,50,,https://crests.football-data.org/77.png
Nico Williams,nico-williams,Spain,ES,Athletic Club,LA_LIGA,Forward,FORWARD,2002-07-12,,,true,50,,https://crests.football-data.org/77.png
Nico Serrano,nico-serrano,Spain,ES,Athletic Club,LA_LIGA,Forward,FORWARD,2003-03-05,,,true,50,,https://crests.football-data.org/77.png
Álvaro Djaló,alvaro-djalo,Spain,ES,Athletic Club,LA_LIGA,Forward,FORWARD,1999-08-16,,,true,50,,https://crests.football-data.org/77.png
Sannadi,sannadi,Spain,ES,Athletic Club,LA_LIGA,Forward,FORWARD,2001-02-01,,,true,50,,https://crests.football-data.org/77.png
Jan Oblak,jan-oblak,Slovenia,SI,Club Atlético de Madrid,LA_LIGA,Goalkeeper,GOALKEEPER,1993-01-07,,,true,50,,https://crests.football-data.org/78.png
Juan Musso,juan-musso,Argentina,AR,Club Atlético de Madrid,LA_LIGA,Goalkeeper,GOALKEEPER,1994-05-06,,,true,50,,https://crests.football-data.org/78.png
Marcos Llorente,marcos-llorente,Spain,ES,Club Atlético de Madrid,LA_LIGA,Defender,DEFENDER,1995-01-30,,,true,50,,https://crests.football-data.org/78.png
Dávid Hancko,david-hancko,Slovakia,SK,Club Atlético de Madrid,LA_LIGA,Defender,DEFENDER,1997-12-13,,,true,50,,https://crests.football-data.org/78.png
Alejandro Grimaldo,alejandro-grimaldo,Spain,ES,Club Atlético de Madrid,LA_LIGA,Defender,DEFENDER,1995-09-20,,,true,50,,https://crests.football-data.org/78.png
Christian Romero,christian-romero-1,Argentina,AR,Club Atlético de Madrid,LA_LIGA,Defender,DEFENDER,1998-04-27,,,true,50,,https://crests.football-data.org/78.png
Nahuel Molina,nahuel-molina,Argentina,AR,Club Atlético de Madrid,LA_LIGA,Defender,DEFENDER,1998-04-06,,,true,50,,https://crests.football-data.org/78.png
Robin Le Normand,robin-le-normand,France,FR,Club Atlético de Madrid,LA_LIGA,Defender,DEFENDER,1996-11-11,,,true,50,,https://crests.football-data.org/78.png
Matteo Ruggeri,matteo-ruggeri-1,Italy,IT,Club Atlético de Madrid,LA_LIGA,Defender,DEFENDER,2002-07-11,,,true,50,,https://crests.football-data.org/78.png
Marc Pubill,marc-pubill,Spain,ES,Club Atlético de Madrid,LA_LIGA,Defender,DEFENDER,2003-06-20,,,true,50,,https://crests.football-data.org/78.png
José Giménez,jose-gimenez,Uruguay,UY,Club Atlético de Madrid,LA_LIGA,Defender,DEFENDER,1995-01-20,,,true,50,,https://crests.football-data.org/78.png
Daniel Martínez,daniel-martinez,Spain,ES,Club Atlético de Madrid,LA_LIGA,Defender,DEFENDER,2004-05-05,,,true,50,,https://crests.football-data.org/78.png
Jorge Domínguez,jorge-dominguez,Spain,ES,Club Atlético de Madrid,LA_LIGA,Defender,DEFENDER,2009-12-21,,,true,50,,https://crests.football-data.org/78.png
Koke,koke,Spain,ES,Club Atlético de Madrid,LA_LIGA,Midfielder,MIDFIELDER,1992-01-08,,,true,50,,https://crests.football-data.org/78.png
Thomas Lemar,thomas-lemar,Guadeloupe,XX,Club Atlético de Madrid,LA_LIGA,Midfielder,MIDFIELDER,1995-11-12,,,true,50,,https://crests.football-data.org/78.png
Morten Hjulmand,morten-hjulmand,Denmark,DK,Club Atlético de Madrid,LA_LIGA,Midfielder,MIDFIELDER,1999-06-25,,,true,50,,https://crests.football-data.org/78.png
